,title,url,compnay_logo,company,id,company_url,how_to_apply,location,type,created_at,lat ,long
,.NET Softwareentwickler (m/w) C# / WPF,https://jobs.github.com/positions/3110716a-e270-11e8-8d53-b93fc082dd27,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb0ZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--17940bacb749871fc331bc74c90262b61e89f4eb/92eeef6a-3c4f-4795-9355-92b5f2ba1760,MEIERHOFER AG,3110716a-e270-11e8-8d53-b93fc082dd27,https://www.meierhofer.com/de_de/home,"<p><a href=""mailto:personal@meierhofer.com"">personal@meierhofer.com</a></p>
",Munich,Full Time,Wed Nov 07 09:35:47 UTC 2018,48.1333,11.5667
,"Sr. Web Developer (Full-Stack/WP), Social Change Design Agency",https://jobs.github.com/positions/fa15462c-e201-11e8-9ee9-cfbf28397977,,Constructive,fa15462c-e201-11e8-9ee9-cfbf28397977,http://constructive.co,"<p>Interested? Great! Then please send an email to titled “Senior Web Developer” to <a href=""mailto:jobs@constructive.co"">jobs@constructive.co</a> with the following</p>
",New York,Full Time,Tue Nov 06 20:25:06 UTC 2018,40.7127,-74.0059
,"Software Engineer, Full Stack (Rails, React)",https://jobs.github.com/positions/36bb2228-e201-11e8-9310-b526bfa5a16e,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbnBXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6ac4f10dc2db58c4f6c8bf99265e3afc94e0b305/8711ac77-126b-48d2-8caf-7c50a26ceb93,Cortex Building Intelligence,36bb2228-e201-11e8-9310-b526bfa5a16e,https://cortexintel.com/,"<p>Schedule a time to chat with our CTO, Justin Spradlin: <a href=""https://calendly.com/justin-spradlin-cortex/chat-with-cortexs-cto"">https://calendly.com/justin-spradlin-cortex/chat-with-cortexs-cto</a></p>
",New York,Full Time,Tue Nov 06 20:19:44 UTC 2018,40.7127,-74.0059
,Front-end developer Angular,https://jobs.github.com/positions/c8029c4c-e149-11e8-8990-859aa5de6d3c,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUpXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e060c7951488f89fd3c06a6e3d9120ad66d5ab18/20db8397-7025-4a1d-9207-4e5e9f363192,Patron Empowerment,c8029c4c-e149-11e8-8990-859aa5de6d3c,http://patronempowerment.com,"<p>Email your resume to <a href=""mailto:jobs@rhythmic-rebellion.com"">jobs@rhythmic-rebellion.com</a></p>
",Remote,Full Time,Tue Nov 06 18:14:26 UTC 2018,43.0059,-123.8926
,Digital Developer,https://jobs.github.com/positions/ddf1f0b4-e1e1-11e8-8ffb-59cfab9aa6df,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--00c50cacdec7e61cbe0fa8d219f9aa98f2fbfefe/e02e031f-b095-4dcb-94bc-18ac62a15952,Martino Flynn,ddf1f0b4-e1e1-11e8-8ffb-59cfab9aa6df,,"<p><a href=""mailto:humanresources@martinoflynn.com"">humanresources@martinoflynn.com</a></p>
",Rochester,Full Time,Tue Nov 06 16:35:10 UTC 2018,43.1656,-77.6114
,Backend Engineer (f/m) Routing algorithms,https://jobs.github.com/positions/f62726c8-e1d6-11e8-96fe-e8de2ac8aeb6,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTVXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--79b89947df8abf794c8777db4488c36a44da2105/022f6d60-e410-4564-a09b-5903a8d4271a,moovel Group GmbH,f62726c8-e1d6-11e8-96fe-e8de2ac8aeb6,https://www.moovel.com/de/DE,"<p>Click here for the application form!</p>
",Berlin,Full Time,Tue Nov 06 15:16:58 UTC 2018,52.52,13.405
,Backend Engineer (f/m) Node.js,https://jobs.github.com/positions/a412770a-e1d3-11e8-8b9f-cf224f66af92,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTFXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f3516d50eaf556f5817391b6fa7484e24bfe85f1/412aec9a-9ac1-46bd-b50f-c0bbafeb2d09,moovel Group GmbH,a412770a-e1d3-11e8-8b9f-cf224f66af92,https://www.moovel.com/de/DE,"<p>Click here for the application!</p>
",Berlin,Full Time,Tue Nov 06 14:54:06 UTC 2018,52.52,13.405
,Softwareentwickler/in Blockchain,https://jobs.github.com/positions/6bec4df4-e1b2-11e8-90e8-fe865b8dff7c,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0bd75ddd28da625cdc4a9dc6ef16556973d733fc/4b7788fc-4a2c-4b0b-bac2-5ed87b3b5d59,51nodes,6bec4df4-e1b2-11e8-90e8-fe865b8dff7c,https://www.51nodes.io/jobs,"<p>Klicken Sie hier um zum Bewerbungsformular zu gelangen!!</p>
",Stuttgart,Full Time,Tue Nov 06 10:55:50 UTC 2018,48.7833,9.1833
,Salesforce Engineer ,https://jobs.github.com/positions/9636b280-e12a-11e8-819f-7c947fed1ee2,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5cda082695a7f08b5567363aa9531c30e29fe648/3de2fb1b-53e9-414f-b371-b04b36617c7d,Homestars,9636b280-e12a-11e8-819f-7c947fed1ee2,http://homestars.com,"<p>Email resume directly to:
<a href=""mailto:jessica.chester@homestars.com"">jessica.chester@homestars.com</a></p>
",Toronto,Full Time,Mon Nov 05 20:22:43 UTC 2018,43.7,-79.4
,FREELANCE PHP DEVELOPER,https://jobs.github.com/positions/8c96ec9e-e130-11e8-9bb2-d87985623e61,,Rifle Paper Co.,8c96ec9e-e130-11e8-9bb2-d87985623e61,https://riflepaperco.com/careers/,"<p>Please apply via our website:
<a href=""https://riflepaperco.com/jobs/freelance-php-developer/"">https://riflepaperco.com/jobs/freelance-php-developer/</a></p>
",Remote,Contract,Mon Nov 05 19:26:48 UTC 2018,43.0059,-123.8926
,Software Developer (Data Pipeline) ,https://jobs.github.com/positions/0c5ec774-e124-11e8-9b59-6b693b26fde7,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDlXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9b05bccd661957aa122968b3a28d73c19205c6f4/e933c51a-a949-48da-bde4-732dd7fa59a0,REPAY - Realtime Electronic Payments,0c5ec774-e124-11e8-9b59-6b693b26fde7,http://www.repay.com,"<p>Email resumes to <a href=""mailto:jcohen@repay.com"">jcohen@repay.com</a></p>
",Phoenix,Full Time,Mon Nov 05 17:57:31 UTC 2018,33.45,-112.0667
,Full Stack Developer - Python,https://jobs.github.com/positions/5dad93a8-e11f-11e8-9f88-578950b09034,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cb7bad5865d7efe72d42202ded74b3a9fe4b3c50/2852a53c-707a-48ff-af93-718314386315,REPAY - Realtime Electronic Payments,5dad93a8-e11f-11e8-9f88-578950b09034,,"<p>Email your resume to <a href=""mailto:jcohen@repay.com"">jcohen@repay.com</a></p>
",Phoenix,Full Time,Mon Nov 05 17:27:42 UTC 2018,33.45,-112.0667
,Blockchain Engineer,https://jobs.github.com/positions/1431441a-e113-11e8-905d-d8c25d6d076b,,Dock,1431441a-e113-11e8-905d-d8c25d6d076b,https://dock.io/,"<p>Apply on AngelList or email your resume and Github profile to <a href=""mailto:jobs@dock.io"">jobs@dock.io</a></p>
<p>AngelList: <a href=""https://angel.co/getdock/jobs/321752-blockchain-engineer"">https://angel.co/getdock/jobs/321752-blockchain-engineer</a></p>
",Remote,Full Time,Mon Nov 05 16:34:58 UTC 2018,43.0059,-123.8926
,Senior Software Engineer-Confidential,https://jobs.github.com/positions/f4e46e80-e116-11e8-8fac-aba5b4c6653c,,HireSpeak,f4e46e80-e116-11e8-8fac-aba5b4c6653c,,"<p><strong>All applications are held in the strictest confidence.</strong>
Send a cover letter that includes your salary requirement and a copy of your resume to <strong><a href=""mailto:hrsupport@hirespeak.com"">hrsupport@hirespeak.com</a>.</strong>
<em><strong>ALL submissions must have both a cover letter and resume with salary requirement.</strong></em></p>
<p>hirespeak.com is the job listing proxy for this confidential listing</p>
",Baltimore,Full Time,Mon Nov 05 16:23:44 UTC 2018,39.2833,-76.6167
,Senior Data Engineer with Spark / Scala,https://jobs.github.com/positions/257a9838-e100-11e8-8338-76424afb236d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHBXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--69c0168248dd5692ff1a1bb8aef368037a719f8b/bef8572d-2648-458d-ab81-7e5f78d37195,VONQ,257a9838-e100-11e8-8338-76424afb236d,http://www.vonq.com,"<p><a href=""https://vonq.redirect.your-jobresponse.com/s/235299/V819/solliciteren"">https://vonq.redirect.your-jobresponse.com/s/235299/V819/solliciteren</a></p>
",Rotterdam,Full Time,Mon Nov 05 13:39:28 UTC 2018,51.9167,4.4777
,Senior Full-Stack Javascript Engineer,https://jobs.github.com/positions/e10970ae-df31-11e8-8043-db2f2a1252c8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3f0edf89d5fad53a1a86e8ac0472360882eb11af/b1bdfcc7-18e7-4394-83e2-0f539fb92289,Live Graphic Systems,e10970ae-df31-11e8-8043-db2f2a1252c8,https://www.ligrsystems.com/careers/senior-full-stack-javascript-engineer,"<p>Email <a href=""mailto:luke@ligrsystems.com"">luke@ligrsystems.com</a></p>
",Australia,Full Time,Sat Nov 03 06:31:26 UTC 2018,25.2744,133.7751
,"Senior Software Developer, Server-Side Technologies",https://jobs.github.com/positions/cdd3b306-ded1-11e8-9d57-a9ea0396f64e,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--726761e0459b97d7da1749cd58bef48691f6529f/f1729282-ab89-4940-8f76-77e7ad8e1cae,Jun Group,cdd3b306-ded1-11e8-9d57-a9ea0396f64e,https://www.jungroup.com/,"<p><a href=""https://grnh.se/06736d9f2"">https://grnh.se/06736d9f2</a></p>
",New York,Full Time,Fri Nov 02 19:02:51 UTC 2018,40.7127,-74.0059
,Senior User Interface Software Engineer,https://jobs.github.com/positions/2d215050-dea2-11e8-9a31-2431d393de1e,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbE5XIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--05413e1280c79b2290bac2120cb451141c7922b6/d676ca56-df82-4c76-8f5e-bd7778190625,Aera Technology,2d215050-dea2-11e8-9a31-2431d393de1e,https://www.aeratechnology.com/careers,"<p>Apply here: <a href=""https://bit.ly/2Jx6mmO"">https://bit.ly/2Jx6mmO</a></p>
",Bucharest,Full Time,Fri Nov 02 13:22:25 UTC 2018,44.4268,26.1025
,Lead Developer,https://jobs.github.com/positions/00d88332-de76-11e8-8013-c709d4006bc8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazlXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--79847323c892a95799b1baf1f4658334b96abb50/61be41a3-4d2b-4df9-84e6-a10910b7cb52,Sanoma Pro Oy,00d88332-de76-11e8-8013-c709d4006bc8,,"<p><a href=""mailto:arja.martikainen@barona.fi"">arja.martikainen@barona.fi</a></p>
",Helsinki,Full Time,Fri Nov 02 08:06:37 UTC 2018,60.1708,24.9375
,Senior Automation Test Analyst,https://jobs.github.com/positions/a68e7a7c-de74-11e8-9ba1-aaa4059ab193,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3RXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c1a31cf76579a19152aaf827ea489fdcc704fdb0/6dcf82ee-646c-4559-90ba-13c13cf7b25f,RBS,a68e7a7c-de74-11e8-9ba1-aaa4059ab193,https://jobs.rbs.com/pages/digital-jobs,"<p>Apply here: <a href=""https://jobs.rbs.com/jobs/2987679-senior-automation-test-analyst?bid=4846"">https://jobs.rbs.com/jobs/2987679-senior-automation-test-analyst?bid=4846</a></p>
",Bristol,Full Time,Fri Nov 02 07:55:22 UTC 2018,51.4545,2.5879
,"Software Engineer, Full Stack",https://jobs.github.com/positions/d5955556-de1b-11e8-97e2-45ff61609ad8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2xXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--02900ed15126cfa0983ebd48ddba2b07539f4c62/7f3abee5-837b-49da-93f7-b44fbe23fc0a,PlayVS,d5955556-de1b-11e8-97e2-45ff61609ad8,http://www.playvs.com,"<p>Email us at <a href=""mailto:careers@playvs.com"">careers@playvs.com</a></p>
",Santa Monica,Full Time,Thu Nov 01 21:20:36 UTC 2018,34.0219,-118.4814
,"Software Engineer, Frontend ",https://jobs.github.com/positions/c65408fa-de19-11e8-844c-e31925c0b958,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2RXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c006ca2e3659381100d6f6de12d331553cce4e33/2f5dd3f9-319e-4b5e-ab32-093701b04d06,PlayVS,c65408fa-de19-11e8-844c-e31925c0b958,http://www.playvs.com,"<p>Email us at <a href=""mailto:careers@playvs.com"">careers@playvs.com</a></p>
",Santa Monica,Full Time,Thu Nov 01 21:06:30 UTC 2018,34.0219,-118.4814
,Compiler Engineer,https://jobs.github.com/positions/9e8ba450-e72e-11e7-926f-6ce07b7015c8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEJYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8223c5b1d101d1bff3ccddd7b849a0813b4b42db/f8820143-9d87-4f31-90c2-a6543d4c62a6,Jane Street,9e8ba450-e72e-11e7-926f-6ce07b7015c8,,"<p><a href=""https://www.janestreet.com/join-jane-street/apply/"">https://www.janestreet.com/join-jane-street/apply/</a></p>
",New York,Full Time,Thu Nov 01 13:09:51 UTC 2018,40.7127,-74.0059
,Software Developer (Functional Programming),https://jobs.github.com/positions/0a9333c4-71da-11e0-9ac7-692793c00b45,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBanBXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6dec9502d27094bbc9c7ff6c33806d0cdbb6faf/ac79023f-6a10-488b-be9f-751264dd8d06,Jane Street,0a9333c4-71da-11e0-9ac7-692793c00b45,http://janestreet.com,"<p>Please apply through our web app form at  <a href=""https://www.janestreet.com/join-jane-street/apply/"">https://www.janestreet.com/join-jane-street/apply/</a></p>
",New York,Full Time,Thu Nov 01 13:09:37 UTC 2018,40.7127,-74.0059
,Full Stack Developer ,https://jobs.github.com/positions/597d15fc-dda9-11e8-8d8c-9919a5047170,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1JXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--31ea7282927da02f0d01e5ecf9a7a08ba1bf4864/29a56b2b-08c7-43fe-a2b1-b64ed771d13c,Shiftling,597d15fc-dda9-11e8-8d8c-9919a5047170,,"<p>Email your resume to <a href=""mailto:bella@shiftling.com"">bella@shiftling.com</a></p>
",Remote,Full Time,Thu Nov 01 07:40:23 UTC 2018,43.0059,-123.8926
,Backend Web Developer (Software Developer III Non-IT),https://jobs.github.com/positions/fa55ec4a-dd65-11e8-867f-7944d54de916,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBanhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--405fc0cd9aa563ecebeb8a7c041756da5d943aa1/9cdade0a-86e8-468a-855c-c5e820ec6520,Bio-Rad Laboratories,fa55ec4a-dd65-11e8-867f-7944d54de916,http://www.bio-rad.com,"<p>For full application instructions and position description, visit <a href=""http://apptrkr.com/1325674"">http://apptrkr.com/1325674</a></p>
",Pleasanton,Full Time,Wed Oct 31 23:38:11 UTC 2018,37.6625,-121.8747
,Systems Engineer,https://jobs.github.com/positions/adfadaec-dd63-11e8-859f-cbc9965a7cd1,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a58c79dfaea2375731d403d9d9f6a1e95f5d3407/0e7a7952-d150-4ac5-b78f-1cd813de1d40,Game Closure,adfadaec-dd63-11e8-859f-cbc9965a7cd1,https://www.gameclosure.com,"<p>APPLY HERE</p>
<p><a href=""https://jobs.lever.co/gameclosure/4cbca38a-563f-432f-978b-b41f1dabc66c?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/gameclosure/4cbca38a-563f-432f-978b-b41f1dabc66c?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a></p>
",Tokyo,Full Time,Wed Oct 31 23:21:52 UTC 2018,35.6762,139.6503
,Game Engineer (HTML5),https://jobs.github.com/positions/041ee91a-dd62-11e8-9c45-21fe88164ff0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3ebd7c63eaa45634e45c75fc9422d2133fc002c0/df5f52c6-ee20-4a9c-b9c9-a18e6785f918,Game Closure,041ee91a-dd62-11e8-9c45-21fe88164ff0,https://www.gameclosure.com,"<p>APPLY HERE</p>
<p><a href=""https://jobs.lever.co/gameclosure/a50c5aa4-6526-425f-9767-2b8e11800857?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/gameclosure/a50c5aa4-6526-425f-9767-2b8e11800857?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a></p>
",Tokyo,Full Time,Wed Oct 31 23:11:37 UTC 2018,35.6762,139.6503
,"Software Engineer, Backend",https://jobs.github.com/positions/1ef41916-dd5f-11e8-98aa-d336cb7192b8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXBXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--13c421e8ce9526b4489d8262c8e069636a4a6285/967eb69a-ee1a-490c-b2cc-8ea54070fc36,playvs-inc,1ef41916-dd5f-11e8-98aa-d336cb7192b8,,"<p>Please email us at <a href=""mailto:careers@playvs.com"">careers@playvs.com</a></p>
",Santa Monica,Full Time,Wed Oct 31 22:54:08 UTC 2018,34.0219,-118.4814
,IT Software Developer - Java,https://jobs.github.com/positions/318c499a-dd55-11e8-8ca0-8bc7f92f7f80,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaWhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4c35a4563a0094becc8b9c44d80d6bc77b2f3d29/0371861b-05d4-4fe0-9357-b78706b7a3c3,Great West Casualty Company,318c499a-dd55-11e8-8ca0-8bc7f92f7f80,http://www.gwccnet.com,"<p>Apply online at <a href=""https://recruiting.adp.com/srccar/public/RTI.home?c=1111841&amp;d=GWCC_Careers&amp;r=5000405754406#/"">https://recruiting.adp.com/srccar/public/RTI.home?c=1111841&amp;d=GWCC_Careers&amp;r=5000405754406#/</a>.</p>
",South Sioux City,Full Time,Wed Oct 31 21:38:06 UTC 2018,42.4711,-96.4147
,Lead Full Stack Developer,https://jobs.github.com/positions/48d5274e-dd45-11e8-8130-eacb3354d656,,Traction,48d5274e-dd45-11e8-8130-eacb3354d656,https://www.tractionco.com/,"<p><a href=""https://traction.applytojob.com/apply/rpfYAlIVTX/Lead-Full-Stack-Developer"">https://traction.applytojob.com/apply/rpfYAlIVTX/Lead-Full-Stack-Developer</a></p>
",Sunnyvale,Full Time,Wed Oct 31 19:45:06 UTC 2018,37.3711,-122.0375
,Senior Software Engineer (Frontend),https://jobs.github.com/positions/dfa47394-dd33-11e8-96a4-acacdfc6a86d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c6aeed882da03478723a4bbc3bc1ccd2df767b97/97e6e5d2-60e1-49e5-a5a1-a41e960f00be,"MetaCommunications, Inc.",dfa47394-dd33-11e8-96a4-acacdfc6a86d,,"<p><a href=""https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN"">https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN</a></p>
",Iowa City,Full Time,Wed Oct 31 17:40:00 UTC 2018,41.6667,-91.5333
,Senior Technical Lead (VR) ,https://jobs.github.com/positions/d606d32c-dced-11e8-83b8-c94149410ae0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDFXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aae0ab11b35a24663d223c6ffade2c2a308a3841/2235bbe0-3ac9-469f-b41a-400abfef13a6,Labster,d606d32c-dced-11e8-83b8-c94149410ae0,http://www.labster.com,"<p>Email your resume to <a href=""mailto:natalia@labster.com"">natalia@labster.com</a></p>
",Bali,Full Time,Wed Oct 31 09:19:09 UTC 2018,8.3405,115.092
,Senior Software Engineer,https://jobs.github.com/positions/1ee011f0-dcbf-11e8-8f6b-cc4dc5b4578d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--141ec03885a07949373c47fc21d75fe420c3ab16/54a97145-8c66-4c73-aeb7-1f261a002122,Petal,1ee011f0-dcbf-11e8-8f6b-cc4dc5b4578d,https://www.petalcard.com/,"<p>Email your LinkedIn profile to <a href=""mailto:nathan@petalcard.com"">nathan@petalcard.com</a></p>
",New York,Full Time,Wed Oct 31 03:43:54 UTC 2018,40.7127,-74.0059
,iOS Engineer at stopwatch.com,https://jobs.github.com/positions/88f46fa4-dc70-11e8-9296-75ef13ea7473,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzFSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c891bdb8460c6c8525955d84469e24a068e47cbb/4bae1c26-d248-49d4-be29-6f25d9ab4083,Stopwatch,88f46fa4-dc70-11e8-9296-75ef13ea7473,http://stopwatch.com,"<p>Email CV and examples of previous apps built to <a href=""mailto:jon@stopwatch.com"">jon@stopwatch.com</a></p>
",Remote,Full Time,Tue Oct 30 18:32:58 UTC 2018,43.0059,-123.8926
,seeking webmaster assistance with frontend and backend.,https://jobs.github.com/positions/f3e305e6-dc66-11e8-8ec9-7dcb52a38c24,,CommunityVenturePartners,f3e305e6-dc66-11e8-8ec9-7dcb52a38c24,https://marinpost.org,"<p>email resume to: <a href=""mailto:communityventurepartners@comcast.net"">communityventurepartners@comcast.net</a></p>
",Mill Valley,Full Time,Tue Oct 30 17:13:04 UTC 2018,37.9061,-122.545
,"Web Applications Developer (JavaScript, HTML, React, Finance)",https://jobs.github.com/positions/4ef36d90-dc62-11e8-9d0f-2748d202bd44,,Adaptive Financial Consulting Ltd,4ef36d90-dc62-11e8-9d0f-2748d202bd44,http://weareadaptive.com,"<p>Please apply via this link: <a href=""https://grnh.se/cb8994e21"">https://grnh.se/cb8994e21</a></p>
",London,Contract,Tue Oct 30 16:39:18 UTC 2018,51.5072,-0.1275
,Softwareentwickler/in,https://jobs.github.com/positions/794026f2-dc61-11e8-93e0-d70b82e36db1,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlZYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eb5bb6828f83830f6eac7d05508e7cd4c81d1e2c/d8d2b3ae-daae-4bd0-b467-0c5e9135071c,A & G GmbH,794026f2-dc61-11e8-93e0-d70b82e36db1,,"<p><a href=""mailto:michelle.bourguignon@aug-software.de"">michelle.bourguignon@aug-software.de</a></p>
",Bremen,Full Time,Tue Oct 30 16:34:37 UTC 2018,53.0833,8.8
,Senior Mobile Developer | iOS,https://jobs.github.com/positions/547b8a96-dc5c-11e8-97cc-5b8cae901903,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlJYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e72a6990d74d0b29b7279f390a2630d1b6512a76/5b0dce1a-e6b1-4342-9670-167b76f12e90,reBuy reCommerce GmbH,547b8a96-dc5c-11e8-97cc-5b8cae901903,http://rebuy.de,"<p>How to Apply: <a href=""http://smrtr.io/P6L8"">http://smrtr.io/P6L8</a></p>
",Berlin,Full Time,Tue Oct 30 15:56:14 UTC 2018,52.52,13.405
,PHP and/or JS Software Developer ,https://jobs.github.com/positions/e1d19eee-dc52-11e8-96ba-b0ac08605d2d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6c213b13aa2e5823d94938dd87b4d312a736347a/9dd060a4-d2e1-4faa-8d31-1a6a87241ac1,Open Assessement Technologies S.A.,e1d19eee-dc52-11e8-96ba-b0ac08605d2d,https://www.taotesting.com,"<p>Drop us a note at <a href=""mailto:jointheteam@taotesting.com"">jointheteam@taotesting.com</a> and let’s get the conversation started :D</p>
",Capellen,Full Time,Tue Oct 30 14:51:00 UTC 2018,49.6444,5.9897
,Mobile Developer,https://jobs.github.com/positions/83470dde-dc50-11e8-8176-9238b892b788,,A Color Story,83470dde-dc50-11e8-8176-9238b892b788,http://acolorstory.com,"<p>Email your resume and links to apps you've worked on to <a href=""mailto:hello@acolorstory.com"">hello@acolorstory.com</a>.</p>
",Remote,Full Time,Tue Oct 30 14:32:03 UTC 2018,43.0059,-123.8926
